data_ora,0.666015625,-0.3349609375,0.0283203125,5.0625,-19.0,24.65625
2025-01-14 10:13:15.297677,0.7255859375,-0.375,-0.0048828125,10.65625,-19.375,30.5625
2025-01-14 10:13:15.326227,0.8076171875,-0.44140625,0.0087890625,11.34375,-20.71875,36.71875
2025-01-14 10:13:15.326924,0.865234375,-0.48046875,0.0009765625,10.84375,-21.4375,39.0
2025-01-14 10:13:15.357064,0.9140625,-0.4677734375,-0.015625,9.625,-21.625,38.3125
2025-01-14 10:13:15.357524,0.9365234375,-0.447265625,-0.0341796875,8.40625,-24.78125,37.53125
2025-01-14 10:13:15.386262,0.90234375,-0.3984375,-0.0166015625,8.78125,-29.25,39.65625
2025-01-14 10:13:15.387082,0.8369140625,-0.3994140625,-0.029296875,7.4375,-32.78125,44.96875
2025-01-14 10:13:15.416377,0.798828125,-0.3955078125,-0.0400390625,2.59375,-33.15625,49.71875
2025-01-14 10:13:15.417167,0.8115234375,-0.3349609375,-0.11328125,-9.125,-30.90625,50.15625
2025-01-14 10:13:15.446290,0.79296875,-0.2998046875,-0.244140625,-27.78125,-31.09375,48.25
2025-01-14 10:13:15.447116,0.7626953125,-0.2978515625,-0.33984375,-47.6875,-33.15625,43.6875
2025-01-14 10:13:15.477681,0.69140625,-0.2578125,-0.4013671875,-58.65625,-37.84375,32.625
2025-01-14 10:13:15.478135,0.58984375,-0.2197265625,-0.3544921875,-55.1875,-43.34375,20.4375
2025-01-14 10:13:15.506450,0.50390625,-0.1748046875,-0.3564453125,-38.09375,-47.4375,11.71875
2025-01-14 10:13:15.507224,0.5830078125,-0.138671875,-0.3017578125,-24.6875,-44.5,7.5625
2025-01-14 10:13:15.566257,0.7900390625,0.0087890625,-0.3466796875,-23.5625,-40.1875,1.4375
2025-01-14 10:13:15.568012,0.9912109375,0.0947265625,-0.4580078125,-19.375,-42.4375,-7.59375
2025-01-14 10:13:15.568492,1.158203125,0.080078125,-0.552734375,0.59375,-47.5625,-27.34375
2025-01-14 10:13:15.569483,1.3359375,0.0166015625,-0.453125,23.3125,-50.1875,-46.59375
2025-01-14 10:13:15.604895,1.603515625,-0.009765625,-0.3603515625,46.5,-49.625,-62.40625
2025-01-14 10:13:15.605198,1.9580078125,0.0615234375,-0.2119140625,70.46875,-52.8125,-75.75
2025-01-14 10:13:15.626138,2.0,0.31640625,-0.0234375,93.1875,-67.65625,-80.875
2025-01-14 10:13:15.626958,2.0,0.6787109375,-0.220703125,105.09375,-94.0,-83.28125
2025-01-14 10:13:15.656275,1.7236328125,0.669921875,-0.2978515625,124.0,-103.71875,-76.5
2025-01-14 10:13:15.657016,1.671875,0.6318359375,-0.5498046875,158.4375,-105.65625,-66.90625
2025-01-14 10:13:15.687124,1.701171875,0.2744140625,-0.7216796875,183.28125,-120.4375,-47.875
2025-01-14 10:13:15.687613,1.4501953125,-0.205078125,-0.470703125,178.15625,-147.71875,-32.0625
2025-01-14 10:13:15.716427,1.0322265625,-0.287109375,-0.8232421875,61.375,-147.78125,-42.375
2025-01-14 10:13:15.717268,1.11328125,0.359375,-0.8330078125,-101.6875,-139.59375,-106.78125
2025-01-14 10:13:15.746335,1.4677734375,0.7822265625,-0.841796875,-109.5625,-130.9375,-149.78125
2025-01-14 10:13:15.747367,1.7216796875,0.1259765625,-0.3134765625,-19.0,-123.84375,-141.75
2025-01-14 10:13:15.775967,1.7685546875,-0.6884765625,0.0703125,69.4375,-95.09375,-79.375
2025-01-14 10:13:15.776812,1.94921875,-1.337890625,0.25,54.5,-62.28125,-2.8125
2025-01-14 10:13:15.806395,1.908203125,-1.109375,0.6943359375,-65.8125,-25.71875,26.90625
2025-01-14 10:13:15.807256,1.8330078125,-0.4375,0.5703125,-188.6875,-4.96875,-10.8125
2025-01-14 10:13:15.836142,1.9814453125,0.01171875,-0.18359375,-138.6875,-12.53125,7.375
2025-01-14 10:13:15.837149,2.0,-0.4619140625,-0.5986328125,18.0625,-44.5,104.34375
2025-01-14 10:13:15.866344,1.4833984375,-0.8193359375,-0.3505859375,31.125,-83.6875,163.1875
2025-01-14 10:13:15.867539,1.7861328125,-0.783203125,-0.2294921875,-59.84375,-125.3125,132.90625
2025-01-14 10:13:15.897305,1.8623046875,-0.9296875,-0.1015625,8.15625,-152.65625,173.375
2025-01-14 10:13:15.897883,1.552734375,-1.59765625,0.064453125,36.71875,-174.46875,213.4375
2025-01-14 10:13:15.926547,1.490234375,-1.794921875,0.0703125,-3.90625,-189.21875,242.34375
2025-01-14 10:13:15.927144,1.2421875,-1.5380859375,0.0234375,-58.90625,-213.625,257.3125
2025-01-14 10:13:15.956202,0.7216796875,-1.232421875,0.15234375,-103.28125,-238.84375,272.3125
2025-01-14 10:13:15.956904,0.3056640625,-1.21484375,0.453125,-153.15625,-261.0625,281.53125
2025-01-14 10:13:15.986095,-0.0419921875,-1.08984375,0.755859375,-205.53125,-265.15625,290.9375
2025-01-14 10:13:15.986894,-0.2099609375,-0.564453125,1.150390625,-282.96875,-246.40625,282.9375
2025-01-14 10:13:16.017113,-0.7470703125,0.1689453125,1.396484375,-328.4375,-200.625,281.46875
2025-01-14 10:13:16.017512,-1.4619140625,1.380859375,1.0732421875,-251.40625,-116.53125,370.78125
2025-01-14 10:13:16.045927,-0.91015625,1.76171875,0.845703125,-28.40625,-13.875,476.90625
2025-01-14 10:13:16.046917,0.513671875,1.0791015625,0.9072265625,170.46875,42.15625,409.46875
2025-01-14 10:13:16.075615,0.61328125,1.2861328125,0.9091796875,195.34375,41.96875,253.40625
2025-01-14 10:13:16.076520,0.0078125,0.6943359375,0.0419921875,283.625,31.96875,115.53125
2025-01-14 10:13:16.105732,-0.8779296875,-0.064453125,0.4033203125,290.5625,74.8125,54.1875
2025-01-14 10:13:16.106709,-0.2275390625,0.1220703125,-2.0,206.71875,-12.90625,90.125
2025-01-14 10:13:16.135627,-0.603515625,1.044921875,1.203125,-38.53125,163.75,27.4375
2025-01-14 10:13:16.165648,-0.548828125,0.99609375,0.8466796875,-25.34375,159.59375,-33.03125
