epoch,f1_score,prec_macro,step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
,,,46,,,,,,0.3417569696903229
,,,47,,,,,,0.317513644695282
,,,48,,,,,,0.31667616963386536
,,,49,,,,,,0.31329023838043213
4,0.9650921821594238,0.9676732420921326,94,,,,,0.35287100076675415,
4,,,94,,,0.3255288600921631,,,
5,,,99,,,,0.3268360495567322,,
5,,,109,,,,0.31572288274765015,,
,,,50,,,,,,0.4100818634033203
,,,51,,,,,,0.39668864011764526
,,,52,,,,,,0.3602163791656494
,,,53,,,,,,0.3403412699699402
,,,54,,,,,,0.374519407749176
,,,55,,,,,,0.3134722113609314
,,,56,,,,,,0.3303030729293823
,,,57,,,,,,0.31461793184280396
,,,58,,,,,,0.3146032989025116
,,,59,,,,,,0.3132648468017578
5,0.9615713357925415,0.9647272825241089,113,,,,,0.3502811789512634,
5,,,113,,,0.32026541233062744,,,
6,,,119,,,,0.3153112530708313,,
6,,,129,,,,0.3154463469982147,,
,,,60,,,,,,0.3933587074279785
,,,61,,,,,,0.35899555683135986
,,,62,,,,,,0.36280763149261475
,,,63,,,,,,0.3325883150100708
,,,64,,,,,,0.3762664496898651
,,,65,,,,,,0.31354230642318726
,,,66,,,,,,0.36241257190704346
,,,67,,,,,,0.3161247968673706
,,,68,,,,,,0.31429925560951233
,,,69,,,,,,0.31326356530189514
6,0.9686520099639893,0.9697385430335999,132,,,,,0.3475834131240845,
6,,,132,,,0.32028064131736755,,,
7,,,139,,,,0.31675511598587036,,
7,,,149,,,,0.31383126974105835,,
,,,70,,,,,,0.3650580942630768
,,,71,,,,,,0.3474222421646118
,,,72,,,,,,0.33511030673980713
,,,73,,,,,,0.3250810205936432
,,,74,,,,,,0.37507128715515137
,,,75,,,,,,0.31379255652427673
,,,76,,,,,,0.3510284423828125
,,,77,,,,,,0.31520819664001465
,,,78,,,,,,0.3140483498573303
,,,79,,,,,,0.3132631182670593
7,0.9826295375823975,0.9823523759841919,151,,,,,0.33780956268310547,
7,,,151,,,0.31804385781288147,,,
8,,,159,,,,0.31343790888786316,,
8,,,169,,,,0.316017746925354,,
,,,80,,,,,,0.37507712841033936
,,,81,,,,,,0.35997140407562256
,,,82,,,,,,0.3392261564731598
,,,83,,,,,,0.3267291784286499
,,,84,,,,,,0.3748796582221985
,,,85,,,,,,0.3134869337081909
,,,86,,,,,,0.3312762975692749
,,,87,,,,,,0.3143313229084015
,,,88,,,,,,0.31361356377601624
,,,89,,,,,,0.3132622539997101
8,0.986095130443573,0.986095130443573,170,,,,,0.3385567367076874,
8,,,170,,,0.31617602705955505,,,
9,,,179,,,,0.34433674812316895,,
9,,,189,,,,0.3134431838989258,,
,,,90,,,,,,0.3867170810699463
,,,91,,,,,,0.3709638714790344
,,,92,,,,,,0.34566232562065125
,,,93,,,,,,0.33327537775039673
,,,94,,,,,,0.37372705340385437
,,,95,,,,,,0.3133852481842041
,,,96,,,,,,0.3288428783416748
,,,97,,,,,,0.3138353228569031
,,,98,,,,,,0.3134765028953552
,,,99,,,,,,0.3132619261741638
9,0.9756182432174683,0.9767200946807861,189,,,,,0.34200990200042725,
9,,,189,,,0.31586915254592896,,,
10,,,199,,,,0.3142431080341339,,
,,,100,,,,,,0.37640589475631714
,,,101,,,,,,0.3541828393936157
,,,102,,,,,,0.33047938346862793
,,,103,,,,,,0.31580162048339844
,,,104,,,,,,0.3768492043018341
,,,105,,,,,,0.3134128451347351
,,,106,,,,,,0.3448386788368225
,,,107,,,,,,0.3139933943748474
,,,108,,,,,,0.31354159116744995
,,,109,,,,,,0.31326204538345337
10,0.9791426658630371,0.9791426658630371,208,,,,,0.3375541567802429,
10,,,208,,,0.3147531747817993,,,
11,,,209,,,,0.3136345148086548,,
11,,,219,,,,0.3141874670982361,,
,,,110,,,,,,0.3797609806060791
,,,111,,,,,,0.36306989192962646
,,,112,,,,,,0.3347291350364685
,,,113,,,,,,0.3163640797138214
,,,114,,,,,,0.38027599453926086
,,,115,,,,,,0.3134170174598694
,,,116,,,,,,0.3576979637145996
,,,117,,,,,,0.31428518891334534
,,,118,,,,,,0.313593327999115
,,,119,,,,,,0.31326207518577576
11,0.9756510257720947,0.975970983505249,227,,,,,0.34127146005630493,
11,,,227,,,0.3151828348636627,,,
12,,,229,,,,0.31404393911361694,,
12,,,239,,,,0.31372904777526855,,
,,,120,,,,,,0.36983364820480347
,,,121,,,,,,0.39593344926834106
,,,122,,,,,,0.3702521324157715
,,,123,,,,,,0.3399968147277832
,,,124,,,,,,0.38521695137023926
,,,125,,,,,,0.3145909905433655
,,,126,,,,,,0.35076069831848145
,,,127,,,,,,0.31575432419776917
,,,128,,,,,,0.31393328309059143
,,,129,,,,,,0.3132627308368683
12,0.9581106305122375,0.9606562256813049,246,,,,,0.35043877363204956,
12,,,246,,,0.31713974475860596,,,
13,,,249,,,,0.3162665069103241,,
13,,,259,,,,0.3134394884109497,,
,,,130,,,,,,0.3477994203567505
,,,131,,,,,,0.3785451352596283
,,,132,,,,,,0.3639196753501892
,,,133,,,,,,0.3156891465187073
,,,134,,,,,,0.3779657185077667
,,,135,,,,,,0.31750836968421936
,,,136,,,,,,0.3306064009666443
,,,137,,,,,,0.31384626030921936
,,,138,,,,,,0.3135122060775757
,,,139,,,,,,0.3132629990577698
13,0.9791156649589539,0.9798076748847961,265,,,,,0.3397485613822937,
13,,,265,,,0.31610599160194397,,,
14,,,269,,,,0.31349611282348633,,
14,,,279,,,,0.3140110671520233,,
,,,140,,,,,,0.3440556824207306
,,,141,,,,,,0.38509601354599
,,,142,,,,,,0.3625708222389221
,,,143,,,,,,0.3167809844017029
,,,144,,,,,,0.3770999312400818
,,,145,,,,,,0.31338757276535034
,,,146,,,,,,0.33686360716819763
,,,147,,,,,,0.31399863958358765
,,,148,,,,,,0.313435435295105
,,,149,,,,,,0.31326189637184143
14,0.9721542000770569,0.9728365540504456,284,,,,,0.3401784896850586,
14,,,284,,,0.31465595960617065,,,
15,,,289,,,,0.3192479610443115,,
15,,,299,,,,0.3133639991283417,,
,,,150,,,,,,0.3239479064941406
,,,151,,,,,,0.38080841302871704
,,,152,,,,,,0.3451702892780304
,,,153,,,,,,0.32287508249282837
,,,154,,,,,,0.37782949209213257
,,,155,,,,,,0.31330716609954834
,,,156,,,,,,0.33241182565689087
,,,157,,,,,,0.31401491165161133
,,,158,,,,,,0.3134698271751404
,,,159,,,,,,0.3132617771625519
15,0.9791426658630371,0.9791426658630371,303,,,,,0.33582499623298645,
15,,,303,,,0.31422874331474304,,,
16,,,309,,,,0.31332457065582275,,
16,,,319,,,,0.31363165378570557,,
,,,160,,,,,,0.3310072422027588
,,,161,,,,,,0.3864424526691437
,,,162,,,,,,0.3347785174846649
,,,163,,,,,,0.32444024085998535
,,,164,,,,,,0.3763742446899414
,,,165,,,,,,0.31329017877578735
,,,166,,,,,,0.32469749450683594
,,,167,,,,,,0.31354111433029175
,,,168,,,,,,0.3134126663208008
,,,169,,,,,,0.3132617175579071
16,0.9791156649589539,0.9798076748847961,322,,,,,0.3351793885231018,
16,,,322,,,0.31370675563812256,,,
17,,,329,,,,0.3133092522621155,,
17,,,339,,,,0.3156135678291321,,
,,,170,,,,,,0.3312085270881653
,,,171,,,,,,0.376247763633728
,,,172,,,,,,0.33780521154403687
,,,173,,,,,,0.3511740565299988
,,,174,,,,,,0.37656930088996887
,,,175,,,,,,0.3134004771709442
,,,176,,,,,,0.3210275173187256
,,,177,,,,,,0.3135796785354614
,,,178,,,,,,0.31343314051628113
,,,179,,,,,,0.3132617175579071
17,0.9791156649589539,0.9798076748847961,341,,,,,0.33699584007263184,
17,,,341,,,0.3142562210559845,,,
18,,,349,,,,0.31349682807922363,,
18,,,359,,,,0.313295841217041,,
,,,180,,,,,,0.3543362319469452
,,,181,,,,,,0.39656445384025574
,,,182,,,,,,0.33746424317359924
,,,183,,,,,,0.34782811999320984
,,,184,,,,,,0.3760746717453003
,,,185,,,,,,0.31328749656677246
,,,186,,,,,,0.32339203357696533
,,,187,,,,,,0.31339964270591736
,,,188,,,,,,0.3133475184440613
,,,189,,,,,,0.3132616877555847
18,0.9826078414916992,0.982932448387146,360,,,,,0.341547429561615,
18,,,360,,,0.3141458034515381,,,
19,,,369,,,,0.31375420093536377,,
19,,,379,,,,0.31350913643836975,,
,,,190,,,,,,0.31853288412094116
,,,191,,,,,,0.34653839468955994
,,,192,,,,,,0.3145943880081177
,,,193,,,,,,0.3144420385360718
,,,194,,,,,,0.3853914737701416
,,,195,,,,,,0.3135540187358856
,,,196,,,,,,0.3732869327068329
,,,197,,,,,,0.3147324025630951
,,,198,,,,,,0.3136889636516571
,,,199,,,,,,0.3132619857788086
19,0.9861117601394653,0.9856008291244507,379,,,,,0.3326168656349182,
19,,,379,,,0.31504809856414795,,,
,,,0,,0.31853288412094116,,,,
,,,1,,0.34653839468955994,,,,
,,,2,,0.3145943880081177,,,,
,,,3,,0.3144420385360718,,,,
,,,4,,0.3853914737701416,,,,
,,,5,,0.3135540187358856,,,,
,,,6,,0.3732869327068329,,,,
,,,7,,0.3147324025630951,,,,
,,,8,,0.3136889636516571,,,,
,,,9,,0.3132619857788086,,,,
20,,,380,0.3326168656349182,,,,,
