epoch,f1_score,prec_macro,step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
,,,147,,,,,,0.45755434036254883
,,,148,,,,,,0.3161205053329468
,,,149,,,,,,0.3135437071323395
14,0.9683325290679932,0.9651162624359131,284,,,,,0.3499092757701874,
14,,,284,,,0.31773123145103455,,,
15,,,289,,,,0.31405285000801086,,
15,,,299,,,,0.3136996328830719,,
,,,150,,,,,,0.33154577016830444
,,,151,,,,,,0.35254764556884766
,,,152,,,,,,0.31589600443840027
,,,153,,,,,,0.31658264994621277
,,,154,,,,,,0.3610931932926178
,,,155,,,,,,0.3761872947216034
,,,156,,,,,,0.34194326400756836
,,,157,,,,,,0.44625556468963623
,,,158,,,,,,0.31444647908210754
,,,159,,,,,,0.31336212158203125
15,0.9576456546783447,0.9551393985748291,303,,,,,0.3504643440246582,
15,,,303,,,0.3175986111164093,,,
16,,,309,,,,0.3136154115200043,,
16,,,319,,,,0.31553083658218384,,
,,,160,,,,,,0.3442361056804657
,,,161,,,,,,0.37562650442123413
,,,162,,,,,,0.31740450859069824
,,,163,,,,,,0.31798914074897766
,,,164,,,,,,0.3458825349807739
,,,165,,,,,,0.3760770559310913
,,,166,,,,,,0.33898597955703735
,,,167,,,,,,0.438051700592041
,,,168,,,,,,0.3138224184513092
,,,169,,,,,,0.31332486867904663
16,0.9611331224441528,0.9589090943336487,322,,,,,0.35174164175987244,
16,,,322,,,0.3174379765987396,,,
17,,,329,,,,0.31331321597099304,,
17,,,339,,,,0.3135221004486084,,
,,,170,,,,,,0.3419242203235626
,,,171,,,,,,0.37777405977249146
,,,172,,,,,,0.31720590591430664
,,,173,,,,,,0.31719982624053955
,,,174,,,,,,0.3455885648727417
,,,175,,,,,,0.3760014772415161
,,,176,,,,,,0.3362349271774292
,,,177,,,,,,0.4415910542011261
,,,178,,,,,,0.31376391649246216
,,,179,,,,,,0.31333625316619873
17,0.9611331224441528,0.9589090943336487,341,,,,,0.3516543507575989,
17,,,341,,,0.317344069480896,,,
18,,,349,,,,0.31360378861427307,,
18,,,359,,,,0.31338125467300415,,
,,,180,,,,,,0.33274197578430176
,,,181,,,,,,0.3656354546546936
,,,182,,,,,,0.31528690457344055
,,,183,,,,,,0.31546568870544434
,,,184,,,,,,0.34646961092948914
,,,185,,,,,,0.3766508400440216
,,,186,,,,,,0.34022992849349976
,,,187,,,,,,0.46549540758132935
,,,188,,,,,,0.3141442537307739
,,,189,,,,,,0.3134133219718933
18,0.9541646838188171,0.9514274597167969,360,,,,,0.35218849778175354,
18,,,360,,,0.3170967400074005,,,
19,,,369,,,,0.3159249722957611,,
19,,,379,,,,0.31330159306526184,,
,,,190,,,,,,0.33372068405151367
,,,191,,,,,,0.3759429454803467
,,,192,,,,,,0.31561052799224854
,,,193,,,,,,0.3154347240924835
,,,194,,,,,,0.3453661799430847
,,,195,,,,,,0.37543463706970215
,,,196,,,,,,0.3390212655067444
,,,197,,,,,,0.4467000961303711
,,,198,,,,,,0.3136974573135376
,,,199,,,,,,0.3133145868778229
19,0.9576456546783447,0.9551393985748291,379,,,,,0.3509528934955597,
19,,,379,,,0.318616658449173,,,
,,,0,,0.33372068405151367,,,,
,,,1,,0.3759429454803467,,,,
,,,2,,0.31561052799224854,,,,
,,,3,,0.3154347240924835,,,,
,,,4,,0.3453661799430847,,,,
,,,5,,0.37543463706970215,,,,
,,,6,,0.3390212655067444,,,,
,,,7,,0.4467000961303711,,,,
,,,8,,0.3136974573135376,,,,
,,,9,,0.3133145868778229,,,,
20,,,380,0.3509528934955597,,,,,
