epoch,f1_score,prec_macro,step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
3,0.9687690734863281,0.9703538417816162,75,,,,,0.3529280722141266,
3,,,75,,,0.332491010427475,,,
4,,,79,,,,0.3181726932525635,,
4,,,89,,,,0.3204171657562256,,
,,,40,,,,,,0.3880406618118286
,,,41,,,,,,0.45285698771476746
,,,42,,,,,,0.32697051763534546
,,,43,,,,,,0.3605547249317169
,,,44,,,,,,0.3152071237564087
,,,45,,,,,,0.3766411542892456
,,,46,,,,,,0.31784743070602417
,,,47,,,,,,0.32009220123291016
,,,48,,,,,,0.31613221764564514
,,,49,,,,,,0.31331896781921387
4,0.9617849588394165,0.9642977714538574,94,,,,,0.3524331748485565,
4,,,94,,,0.33027929067611694,,,
5,,,99,,,,0.3184519410133362,,
5,,,109,,,,0.3184736371040344,,
,,,50,,,,,,0.3917003870010376
,,,51,,,,,,0.47065627574920654
,,,52,,,,,,0.32717597484588623
,,,53,,,,,,0.3501344621181488
,,,54,,,,,,0.31392544507980347
,,,55,,,,,,0.375994473695755
,,,56,,,,,,0.31503379344940186
,,,57,,,,,,0.3208918571472168
,,,58,,,,,,0.31417179107666016
,,,59,,,,,,0.3132949471473694
5,0.9722540974617004,0.9734368920326233,113,,,,,0.35302239656448364,
5,,,113,,,0.3214232921600342,,,
6,,,119,,,,0.32713577151298523,,
6,,,129,,,,0.31379032135009766,,
,,,60,,,,,,0.36868563294410706
,,,61,,,,,,0.4582749605178833
,,,62,,,,,,0.323513388633728
,,,63,,,,,,0.3369985520839691
,,,64,,,,,,0.3138386607170105
,,,65,,,,,,0.37579911947250366
,,,66,,,,,,0.31480833888053894
,,,67,,,,,,0.3239198327064514
,,,68,,,,,,0.3140837848186493
,,,69,,,,,,0.3132942318916321
6,0.9722540974617004,0.9734368920326233,132,,,,,0.34753137826919556,
6,,,132,,,0.3171878457069397,,,
7,,,139,,,,0.3152531385421753,,
7,,,149,,,,0.3150254487991333,,
,,,70,,,,,,0.34303152561187744
,,,71,,,,,,0.4349147081375122
,,,72,,,,,,0.3168122172355652
,,,73,,,,,,0.32315316796302795
,,,74,,,,,,0.3137836456298828
,,,75,,,,,,0.37594836950302124
,,,76,,,,,,0.3146514892578125
,,,77,,,,,,0.32024580240249634
,,,78,,,,,,0.3139140009880066
,,,79,,,,,,0.31327056884765625
7,0.9757348299026489,0.9765576124191284,151,,,,,0.3394244611263275,
7,,,151,,,0.31559526920318604,,,
8,,,159,,,,0.31389299035072327,,
8,,,169,,,,0.3230678141117096,,
,,,80,,,,,,0.3752286732196808
,,,81,,,,,,0.4697544276714325
,,,82,,,,,,0.32563722133636475
,,,83,,,,,,0.32848644256591797
,,,84,,,,,,0.31516188383102417
,,,85,,,,,,0.3759995698928833
,,,86,,,,,,0.3145137131214142
,,,87,,,,,,0.3146597743034363
,,,88,,,,,,0.31351959705352783
,,,89,,,,,,0.3132622539997101
8,0.9687690734863281,0.9703538417816162,170,,,,,0.3478665053844452,
8,,,170,,,0.3167191743850708,,,
9,,,179,,,,0.3259844183921814,,
9,,,189,,,,0.31353136897087097,,
,,,90,,,,,,0.36671751737594604
,,,91,,,,,,0.437869668006897
,,,92,,,,,,0.3254416286945343
,,,93,,,,,,0.32788577675819397
,,,94,,,,,,0.3136847913265228
,,,95,,,,,,0.3756580948829651
,,,96,,,,,,0.31474483013153076
,,,97,,,,,,0.32605108618736267
,,,98,,,,,,0.31404855847358704
,,,99,,,,,,0.31328123807907104
9,0.9687690734863281,0.9703538417816162,189,,,,,0.34446144104003906,
9,,,189,,,0.3204432427883148,,,
10,,,199,,,,0.31551259756088257,,
,,,100,,,,,,0.3391498029232025
,,,101,,,,,,0.36528852581977844
,,,102,,,,,,0.3174673914909363
,,,103,,,,,,0.32148754596710205
,,,104,,,,,,0.3142696022987366
,,,105,,,,,,0.37585580348968506
,,,106,,,,,,0.3160427212715149
,,,107,,,,,,0.32346245646476746
,,,108,,,,,,0.31389689445495605
,,,109,,,,,,0.31327974796295166
10,0.9792114496231079,0.9797167778015137,208,,,,,0.3317517936229706,
10,,,208,,,0.3244008421897888,,,
11,,,209,,,,0.32394635677337646,,
11,,,219,,,,0.3142538070678711,,
,,,110,,,,,,0.36962172389030457
,,,111,,,,,,0.4349666237831116
,,,112,,,,,,0.31871119141578674
,,,113,,,,,,0.3299938440322876
,,,114,,,,,,0.3135964870452881
,,,115,,,,,,0.37546342611312866
,,,116,,,,,,0.3134949207305908
,,,117,,,,,,0.3174741268157959
,,,118,,,,,,0.3135042190551758
,,,119,,,,,,0.31326597929000854
11,0.9652794599533081,0.9673076868057251,227,,,,,0.34277579188346863,
11,,,227,,,0.317275732755661,,,
12,,,229,,,,0.32059958577156067,,
12,,,239,,,,0.31415680050849915,,
,,,120,,,,,,0.32609444856643677
,,,121,,,,,,0.41399434208869934
,,,122,,,,,,0.3158308267593384
,,,123,,,,,,0.3201223611831665
,,,124,,,,,,0.31374886631965637
,,,125,,,,,,0.3758332133293152
,,,126,,,,,,0.3136727511882782
,,,127,,,,,,0.32269540429115295
,,,128,,,,,,0.31355080008506775
,,,129,,,,,,0.3132650852203369
12,0.9792114496231079,0.9797167778015137,246,,,,,0.3349100351333618,
12,,,246,,,0.31567662954330444,,,
13,,,249,,,,0.31348079442977905,,
13,,,259,,,,0.31353241205215454,,
,,,130,,,,,,0.31894218921661377
,,,131,,,,,,0.40087607502937317
,,,132,,,,,,0.31524673104286194
,,,133,,,,,,0.3173850476741791
,,,134,,,,,,0.3137894570827484
,,,135,,,,,,0.3758913576602936
,,,136,,,,,,0.3138255774974823
,,,137,,,,,,0.319238543510437
,,,138,,,,,,0.31355851888656616
,,,139,,,,,,0.31326383352279663
13,0.982684314250946,0.9829151630401611,265,,,,,0.3319539427757263,
13,,,265,,,0.31486645340919495,,,
14,,,269,,,,0.3289148211479187,,
14,,,279,,,,0.3138396441936493,,
,,,140,,,,,,0.32955044507980347
,,,141,,,,,,0.39610153436660767
,,,142,,,,,,0.3152100741863251
,,,143,,,,,,0.3217546343803406
,,,144,,,,,,0.313531756401062
,,,145,,,,,,0.375859797000885
,,,146,,,,,,0.314716100692749
,,,147,,,,,,0.3249439597129822
,,,148,,,,,,0.31508854031562805
,,,149,,,,,,0.31326746940612793
14,0.982684314250946,0.9829151630401611,284,,,,,0.3339405357837677,
14,,,284,,,0.3150196075439453,,,
15,,,289,,,,0.3135680556297302,,
15,,,299,,,,0.3186793327331543,,
,,,150,,,,,,0.3175470232963562
,,,151,,,,,,0.3524342179298401
,,,152,,,,,,0.3136104941368103
,,,153,,,,,,0.31546279788017273
,,,154,,,,,,0.31416577100753784
,,,155,,,,,,0.37609243392944336
,,,156,,,,,,0.3187950849533081
,,,157,,,,,,0.34034717082977295
,,,158,,,,,,0.3205196261405945
,,,159,,,,,,0.3132898807525635
15,0.9861648082733154,0.9858409762382507,303,,,,,0.32977163791656494,
15,,,303,,,0.31473809480667114,,,
16,,,309,,,,0.3135632276535034,,
16,,,319,,,,0.3136366903781891,,
,,,160,,,,,,0.343380331993103
,,,161,,,,,,0.44660133123397827
,,,162,,,,,,0.3143172562122345
,,,163,,,,,,0.32363632321357727
,,,164,,,,,,0.31356263160705566
,,,165,,,,,,0.37587133049964905
,,,166,,,,,,0.31540173292160034
,,,167,,,,,,0.343433678150177
,,,168,,,,,,0.3146408200263977
,,,169,,,,,,0.3132718503475189
16,0.9722819328308105,0.9727803468704224,322,,,,,0.3432192802429199,
16,,,322,,,0.3150855302810669,,,
17,,,329,,,,0.31444811820983887,,
17,,,339,,,,0.3133823275566101,,
,,,170,,,,,,0.35665613412857056
,,,171,,,,,,0.4378201365470886
,,,172,,,,,,0.31386345624923706
,,,173,,,,,,0.32813191413879395
,,,174,,,,,,0.31330788135528564
,,,175,,,,,,0.3757941424846649
,,,176,,,,,,0.3136499524116516
,,,177,,,,,,0.3409022092819214
,,,178,,,,,,0.3133336305618286
,,,179,,,,,,0.3132619559764862
17,0.9653176665306091,0.9664844870567322,341,,,,,0.34350764751434326,
17,,,341,,,0.31523770093917847,,,
18,,,349,,,,0.3137344717979431,,
18,,,359,,,,0.31357911229133606,,
,,,180,,,,,,0.3394209146499634
,,,181,,,,,,0.39805150032043457
,,,182,,,,,,0.31376513838768005
,,,183,,,,,,0.318558007478714
,,,184,,,,,,0.3133578896522522
,,,185,,,,,,0.37582698464393616
,,,186,,,,,,0.3136647939682007
,,,187,,,,,,0.3430883288383484
,,,188,,,,,,0.3133987784385681
,,,189,,,,,,0.31326204538345337
18,0.9792303442955017,0.9792303442955017,360,,,,,0.3364095389842987,
18,,,360,,,0.31487467885017395,,,
19,,,369,,,,0.3136369585990906,,
19,,,379,,,,0.3134569525718689,,
,,,190,,,,,,0.34307312965393066
,,,191,,,,,,0.39597684144973755
,,,192,,,,,,0.3136793076992035
,,,193,,,,,,0.31783899664878845
,,,194,,,,,,0.31338268518447876
,,,195,,,,,,0.37584954500198364
,,,196,,,,,,0.31366604566574097
,,,197,,,,,,0.3439604640007019
,,,198,,,,,,0.3134653568267822
,,,199,,,,,,0.3132624328136444
19,0.9792303442955017,0.9792303442955017,379,,,,,0.33660373091697693,
19,,,379,,,0.3142242133617401,,,
,,,0,,0.34307312965393066,,,,
,,,1,,0.39597684144973755,,,,
,,,2,,0.3136793076992035,,,,
,,,3,,0.31783899664878845,,,,
,,,4,,0.31338268518447876,,,,
,,,5,,0.37584954500198364,,,,
,,,6,,0.31366604566574097,,,,
,,,7,,0.3439604640007019,,,,
,,,8,,0.3134653568267822,,,,
,,,9,,0.3132624328136444,,,,
20,,,380,0.33660373091697693,,,,,
